time,theta1,theta2
0.0,0.0,0.0
0.03155778894472362,-0.09748727425815945,0.19750235826496787
0.06311557788944724,-0.1933069208605519,0.39451337713468265
0.09467336683417087,-0.28569235479276045,0.5905034521206721
0.1262311557788945,-0.37267112139881076,0.7848607303873864
0.1577889447236181,-0.4519427450853215,0.9768344551861116
0.18934673366834173,-0.5207368400587306,1.1654559491320349
0.22090452261306537,-0.5756559448421907,1.3494228569768347
0.252462311557789,-0.6125322037878909,1.5269253746774416
0.2840201005025126,-0.6263869527589333,1.6953857587857335
0.3155778894472362,-0.6117077600005504,1.8510838687005349
0.34713567839195986,-0.5634553055808376,1.988685268298517
0.37869346733668346,-0.47930667128758886,2.100859785789228
0.4102512562814071,-0.3629607744545385,2.178583303156465
0.44180904522613074,-0.226126945727033,2.2131011707348383
0.47336683417085434,-0.0853199267626168,2.199626301679275
0.504924623115578,0.045730190634936885,2.1401031295966204
0.5364824120603016,0.1608343482446517,2.042022804583678
0.5680402010050252,0.26001250255445707,1.9146595868395226
0.5995979899497488,0.3459810690718278,1.7662068301324383
0.6311557788944724,0.42183464199140763,1.6028567059010237
0.6627135678391961,0.4901823087440509,1.4289839845904948
0.6942713567839197,0.5530132816268782,1.2476190888270533
0.7258291457286433,0.6117972985043771,1.060873582138024
0.7573869346733669,0.6676206487153855,0.8702487602203938
0.7889447236180905,0.7213006889523803,0.676843974263757
0.8205025125628141,0.7734711886647152,0.4814949886295057
0.8520603015075378,0.8246440303035768,0.28486713859329793
0.8836180904522615,0.875254483139889,0.08752046880097392
0.9151758793969851,0.8431909614408065,0.11004165081678896
0.9467336683417087,0.7464228332883942,0.3073324753963632
0.9782914572864323,0.6522875579302158,0.5038442982657618
1.009849246231156,0.5626523772390808,0.6990077549756922
1.0414070351758795,0.47965616544725054,0.8921417750691384
1.0729648241206031,0.4058423743527955,1.082385915805053
1.1045226130653267,0.34431102801470087,1.2686030481519461
1.1360804020100503,0.2988744683047535,1.4492344231509768
1.167638190954774,0.2741604826031957,1.622081469108813
1.1991959798994976,0.27551388022135614,1.7839840443198434
1.2307537688442212,0.3083770079018039,1.93038311314151
1.2623115577889448,0.3766433939467848,2.054856060506348
1.2938693467336686,0.4796948988544778,2.14900827454869
1.3254271356783922,0.6093569905324178,2.2035862243656887
1.3569849246231158,0.7504433798301471,2.2115548812026873
1.3885427135678394,0.8870558911842175,2.1717590984325574
1.420100502512563,1.009508283991936,2.089631779289089
1.4516582914572866,1.1154926369883782,1.9741247139894404
1.4832160804020103,1.2069206108904722,1.8341286539982284
1.5147738693467339,1.2868962745057853,1.6767406011787362
1.5463316582914575,1.3582879337539002,1.5070867071668033
1.577889447236181,1.4233538084512523,1.328734185701829
1.6094472361809047,1.4837767975086624,1.144156597617826
1.6410050251256283,1.5407971810509244,0.9550946389290695
1.672562814070352,1.595339258106747,0.7628051599279385
1.7041206030150755,1.6481092821611438,0.5682269920008635
1.7356783919597991,1.6996667273877102,0.37209158824954475
1.767236180904523,1.7504760014711158,0.1749988720954566
1.7987939698492466,1.78404954701884,0.022527974710567958
1.8303517587939702,1.686667217270267,0.21999949705918095
1.8619095477386938,1.5911470344456289,0.4169219797604611
1.8934673366834174,1.4992734303195236,0.6127588310258821
1.925025125628141,1.413049742198456,0.8068855421539464
1.9565829145728646,1.3348224782599099,0.9985310405489376
1.9881407035175882,1.2674254466436903,1.1866953204943838
2.019698492462312,1.2143375270198793,1.370028294218851
2.0512562814070354,1.179820404699787,1.5466476971386147
2.082814070351759,1.1689368159847184,1.7138667339724951
2.1143718592964826,1.1872151560833166,1.8678060395324947
2.1459296482412062,1.2395250785843999,2.0029173277070207
2.17748743718593,1.3276771999356904,2.111639965218886
2.2090452261306535,1.4470939253579762,2.184841485724476
2.240603015075377,1.5852341997086397,2.214015633465093
2.2721608040201007,1.7254979905563697,2.1950613878446283
2.3037185929648243,1.8548965292983635,2.13069504772603
2.335276381909548,1.968103681961839,2.0288103401757223
2.3668341708542715,2.0656175360987583,1.8986641799090433
2.398391959798995,2.15028197210807,1.7482379190450177
2.4299497487437187,2.2251598561503076,1.5834965721180951
2.4615075376884423,2.292789001331439,1.4086371107478557
2.493065326633166,2.3550926668222822,1.2265658187019208
2.5246231155778895,2.413490189177344,1.0393112366588302
2.5561809045226136,2.4690319750362724,0.848319880915848
2.587738693467337,2.5225106466994953,0.6546550969682604
2.619296482412061,2.5745433292616604,0.45912916382756475
2.6508542713567844,2.625631125318825,0.2623925164207283
2.682412060301508,2.676202930206213,0.06499650333481836
2.7139698492462316,2.627275591707317,0.1325593279322644
2.7455276381909552,2.5307192686209476,0.3297877496733871
2.777085427135679,2.436998752394751,0.5261761959094542
2.8086432160804025,2.3480061679434074,0.7211453403453586
2.840201005025126,2.2659194195547014,0.9139975102097179
2.8717587939698497,2.1933374433340913,1.1038463381778407
2.9033165829145733,2.1334338753811846,1.2895150607910624
2.934874371859297,2.0901108029732574,1.469384673934307
2.9664321608040205,2.068088889000779,1.6411654377911067
2.997989949748744,2.0727696514178007,1.8015617398897725
3.0295477386934677,2.1095266502151135,1.945823871345154
3.0611055276381913,2.1819103774160267,2.067296390506826
3.092663316582915,2.2885673497894023,2.157396744546168
3.1242211055276385,2.4203860284766288,2.206933428812028
3.155778894472362,-3.7214902573712734,2.2093799234179894
3.1873366834170858,-3.5861562982504833,2.164380793531225
3.2188944723618094,-3.4655779239646325,2.077970234529626
3.250452261306533,-3.3613929128417035,1.9592479431349625
3.2820100502512566,-3.2714302795909713,1.8169495167300966
